"Calu3_mock3" "Calu3_mock2" "Calu3_mock1" "Calu3_SARSCoV2_3" "Calu3_SARSCoV2_2" "Calu3_SARSCoV2_1" "SRR1942929" "SRR1942934" "SRR1942956" "SRR1942957" "SRR1942960" "SRR1942961" "SRR1942989" "SRR1942990"
"ENSG00000278214.1" 0 0 0 0 0 1 3 2 3 0 1 0 0 0
"ENSG00000278215.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278217.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278218.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278222.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278223.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278224.7" 1 9 16 9 3 10 24 4 4 2 15 9 1 0
"ENSG00000278226.1" 0 0 1 0 0 0 1 0 0 0 1 0 2 0
"ENSG00000278231.1" 0 0 0 1 0 0 0 0 0 0 1 0 1 0
"ENSG00000278233.1" 559 2109 450 391 178 12033 593 585 239 191 685 418 1183 1023
"ENSG00000278234.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278236.1" 0 0 0 1 0 0 3 1 0 0 0 1 0 0
"ENSG00000278237.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278238.1" 13 18 27 26 12 16 28 30 7 8 23 14 4 4
"ENSG00000278239.1" 0 2 4 0 0 2 16 14 6 10 11 10 8 8
"ENSG00000278249.1" 5 20 3 3 0 38 2 0 0 0 2 0 1 0
"ENSG00000278250.1" 0 0 0 1 0 0 0 2 0 0 0 0 0 5
"ENSG00000278254.4" 0 0 0 0 0 0 0 0 0 0 2 0 0 1
"ENSG00000278255.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278256.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278259.4" 622 1118 3053 1186 541 1220 4085 4660 1788 1814 3696 2812 1116 1174
"ENSG00000278261.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278263.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278264.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278265.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278266.1" 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278267.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278273.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278274.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278275.2" 0 0 0 0 0 0 2 5 2 2 4 2 1 0
"ENSG00000278276.1" 0 0 4 1 0 0 3 7 0 1 2 1 1 0
"ENSG00000278278.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278281.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278283.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278287.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278289.4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278291.1" 55 96 212 54 37 73 72 93 17 11 67 45 1 6
"ENSG00000278292.1" 0 0 0 3 0 3 0 0 2 1 0 1 1 3
"ENSG00000278299.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278301.1" 2 7 9 4 1 8 19 34 12 14 24 23 17 16
"ENSG00000278305.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278311.5" 1669 2608 6138 5387 3114 4986 5858 7908 3352 3397 5802 4467 2713 2844
"ENSG00000278313.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278317.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278318.5" 29 39 121 106 60 96 208 265 163 161 184 168 200 226
"ENSG00000278319.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278324.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278328.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278330.1" 2 2 0 0 0 0 65 87 24 32 59 47 29 43
"ENSG00000278331.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278332.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278333.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278334.1" 0 0 0 0 0 1 0 0 0 1 0 0 0 0
"ENSG00000278337.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278338.4" 0 1 1 0 0 1 1 3 0 0 3 1 1 0
"ENSG00000278341.1" 3 8 7 17 6 19 11 16 11 11 8 10 63 84
"ENSG00000278342.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278344.1" 0 0 0 5 0 1 1 0 1 2 0 1 2 3
"ENSG00000278346.1" 0 0 0 0 0 0 0 0 0 0 0 1 3 1
"ENSG00000278348.1" 1 1 0 0 0 0 2 2 3 1 0 0 1 0
"ENSG00000278349.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278351.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000278356.1" 1 1 7 3 3 2 6 8 2 3 9 1 0 1
"ENSG00000278358.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278359.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278367.1" 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000278370.1" 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"ENSG00000278374.1" 0 0 0 0 0 0 1 1 1 1 2 1 0 0
"ENSG00000278376.1" 16 27 40 26 21 23 36 33 9 3 19 14 4 7
"ENSG00000278381.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278382.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278383.1" 1 1 0 0 0 0 3 4 2 2 1 1 0 0
"ENSG00000278385.1" 5 11 17 19 6 14 30 33 8 12 29 16 11 6
"ENSG00000278388.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278389.1" 0 0 4 12 0 8 8 11 3 3 5 6 1 2
"ENSG00000278390.5" 1 3 11 11 4 7 17 31 4 3 25 13 5 5
"ENSG00000278395.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278396.1" 1 1 4 3 0 2 8 7 1 0 3 2 1 1
"ENSG00000278399.1" 0 0 5 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000278400.1" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000278404.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278406.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278408.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278410.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278412.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278413.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 1
"ENSG00000278416.1" 0 0 1 0 0 4 14 13 3 7 4 12 1 1
"ENSG00000278418.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278419.1" 0 0 0 2 0 1 0 2 0 0 0 0 0 0
"ENSG00000278420.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278421.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278422.1" 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278424.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278428.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278431.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278433.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278434.1" 0 0 1 2 0 1 3 5 0 1 4 5 1 1
"ENSG00000278438.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278441.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278445.1" 0 0 5 0 0 1 1 0 0 0 0 0 1 0
"ENSG00000278446.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278447.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278449.1" 0 0 0 0 0 0 0 1 0 0 0 1 0 0
"ENSG00000278454.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278455.1" 0 0 0 0 0 0 4 0 0 0 1 4 0 0
"ENSG00000278456.1" 2 1 0 0 0 0 158 237 28 29 168 145 5 5
"ENSG00000278459.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278462.1" 0 0 0 0 0 1 0 0 0 0 0 0 1 1
"ENSG00000278463.1" 0 0 2 0 3 1 0 1 1 0 1 2 0 0
"ENSG00000278464.2" 1 0 0 1 0 1 1 0 3 2 1 1 4 2
"ENSG00000278465.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278467.1" 3 2 14 5 0 1 42 47 8 16 27 35 5 5
"ENSG00000278469.1" 0 0 2 2 0 0 11 17 7 5 15 12 6 16
"ENSG00000278472.1" 0 0 0 0 0 1 1 2 0 0 0 1 1 0
"ENSG00000278473.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278475.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000278477.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278478.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278480.1" 3 4 9 6 4 8 8 4 3 3 6 4 2 6
"ENSG00000278482.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278483.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278484.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278485.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278486.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 2
"ENSG00000278487.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278492.1" 0 0 0 0 0 0 1 2 0 0 0 0 3 1
"ENSG00000278493.1" 0 0 0 1 0 4 4 1 1 2 2 1 0 0
"ENSG00000278496.1" 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"ENSG00000278497.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278498.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278499.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278502.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278505.5" 0 0 0 0 0 0 1 3 2 3 1 2 2 0
"ENSG00000278513.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000278514.1" 1 0 3 0 0 0 2 0 0 0 4 2 1 0
"ENSG00000278517.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278518.1" 4 2 12 6 1 4 10 15 5 0 4 4 1 1
"ENSG00000278520.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278522.4" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000278523.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278524.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278525.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278526.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278527.1" 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000278528.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278529.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278530.4" 0 0 0 0 0 0 0 0 1 0 0 0 1 0
"ENSG00000278531.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278532.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278535.5" 299 619 1454 400 208 457 918 1036 288 347 759 612 154 193
"ENSG00000278537.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278540.5" 2369 3949 10720 2851 1491 2916 15557 20100 7921 7650 14169 11494 5999 6385
"ENSG00000278541.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278543.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278546.1" 0 2 2 1 1 0 1 1 0 2 2 3 1 1
"ENSG00000278549.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278552.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278554.1" 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000278558.5" 26 18 36 19 10 4 6 5 0 0 8 0 1 6
"ENSG00000278561.1" 0 0 1 5 0 1 3 5 2 1 6 5 2 4
"ENSG00000278569.1" 0 0 5 0 0 0 2 1 2 3 4 2 1 0
"ENSG00000278570.5" 0 0 2 1 6 4 3 7 0 1 4 3 5 2
"ENSG00000278571.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278572.1" 0 0 0 1 0 0 0 3 0 0 1 1 1 1
"ENSG00000278576.1" 3 0 2 6 0 3 18 22 11 10 13 16 4 12
"ENSG00000278577.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278580.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278581.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278582.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278585.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278586.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278587.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278588.1" 0 4 0 0 0 0 4 3 0 0 0 0 1 0
"ENSG00000278589.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278590.1" 1 0 3 0 0 0 0 1 1 0 1 1 0 0
"ENSG00000278592.1" 0 0 0 1 0 0 1 0 0 0 0 0 0 0
"ENSG00000278593.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278594.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278595.1" 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000278596.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278598.1" 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"ENSG00000278599.5" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278600.1" 24 21 83 82 35 73 245 281 111 138 216 160 94 106
"ENSG00000278601.1" 0 0 0 0 0 0 2 4 3 2 7 5 0 0
"ENSG00000278602.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278603.1" 0 0 0 0 0 0 18 12 5 4 27 14 2 7
"ENSG00000278607.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278610.1" 0 0 0 0 0 0 1 2 0 4 1 0 0 0
"ENSG00000278611.2" 4 6 17 22 5 21 5 12 3 1 6 5 2 6
"ENSG00000278615.4" 332 791 1543 439 213 411 1379 1568 356 303 1207 961 267 287
"ENSG00000278616.1" 0 0 0 0 0 0 139 137 75 83 111 80 35 26
"ENSG00000278617.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278619.5" 201 462 1085 258 157 285 499 464 198 178 428 313 257 264
"ENSG00000278621.1" 0 0 1 0 0 0 17 19 5 5 13 9 3 1
"ENSG00000278626.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000278627.1" 0 0 0 1 0 0 0 0 1 0 1 1 0 0
"ENSG00000278630.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278631.1" 7 5 11 5 1 8 18 22 2 7 14 16 8 3
"ENSG00000278635.1" 0 0 0 0 0 0 5 7 1 0 0 3 2 0
"ENSG00000278636.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278637.1" 0 2 2 1 0 3 1 1 2 1 1 1 0 1
"ENSG00000278638.2" 0 1 0 0 0 0 2 2 3 1 3 1 1 0
"ENSG00000278640.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278642.1" 0 0 0 1 0 0 1 0 0 1 1 0 0 0
"ENSG00000278643.1" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000278646.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278647.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278650.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278654.1" 0 0 0 0 0 1 2 0 0 2 0 0 0 0
"ENSG00000278655.1" 0 0 0 0 0 0 1 2 0 0 1 0 0 1
"ENSG00000278657.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278658.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278661.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278662.5" 0 18 38 11 8 12 42 77 39 40 44 43 25 22
"ENSG00000278664.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278665.1" 0 1 0 0 0 0 1 2 0 0 3 0 1 0
"ENSG00000278667.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278668.1" 1 0 0 1 1 1 3 6 0 2 2 3 2 0
"ENSG00000278672.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278674.2" 0 0 0 0 0 0 3 0 1 0 0 0 2 1
"ENSG00000278677.1" 4 20 12 5 4 14 9 9 11 13 9 4 5 8
"ENSG00000278678.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278681.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278683.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278684.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278685.4" 0 0 0 0 0 0 0 0 1 1 0 0 0 0
"ENSG00000278687.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278690.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278694.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278698.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278700.1" 0 0 0 0 0 0 1 0 0 0 1 0 0 0
"ENSG00000278701.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278702.1" 0 0 0 2 0 0 3 3 1 0 1 6 4 2
"ENSG00000278703.1" 1 2 2 6 6 2 7 4 0 3 6 1 2 3
"ENSG00000278705.1" 0 6 1 5 0 12 1 0 4 4 0 1 3 5
"ENSG00000278708.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278709.2" 481 877 1938 2181 1136 1983 2960 3313 841 760 2624 2060 431 470
"ENSG00000278713.1" 1 1 1 1 0 1 0 15 0 0 0 0 0 0
"ENSG00000278715.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278716.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278719.1" 0 0 0 0 0 0 1 0 2 0 0 1 1 0
"ENSG00000278720.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278722.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278724.1" 0 0 0 0 0 0 2 2 0 0 1 0 0 0
"ENSG00000278725.1" 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"ENSG00000278727.1" 0 0 3 1 3 1 3 1 0 1 0 1 2 2
"ENSG00000278730.1" 141 212 554 183 140 212 761 1034 288 320 615 538 228 259
"ENSG00000278732.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"ENSG00000278733.1" 0 0 0 2 7 0 2 2 0 2 4 2 1 0
"ENSG00000278734.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278736.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278737.1" 0 0 2 0 0 0 0 2 0 1 0 0 6 3
"ENSG00000278740.1" 0 0 0 1 0 0 3 4 1 2 1 1 0 1
"ENSG00000278743.1" 4 7 5 13 6 11 3 3 3 3 1 3 2 0
"ENSG00000278744.1" 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000278745.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278746.1" 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000278752.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278754.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278756.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278761.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278763.1" 0 0 0 1 0 4 0 2 3 6 0 0 0 0
"ENSG00000278764.1" 0 0 0 0 0 0 0 2 0 1 0 0 0 1
"ENSG00000278765.1" 4 3 5 2 0 5 19 31 2 2 12 6 3 3
"ENSG00000278766.2" 0 0 0 0 0 0 15 7 2 3 12 6 0 0
"ENSG00000278768.2" 30 54 143 101 39 81 139 213 49 73 136 89 33 41
"ENSG00000278769.1" 0 0 0 0 0 0 0 0 6 0 0 0 1 0
"ENSG00000278770.1" 0 0 0 0 0 0 0 0 5 5 0 5 1 0
"ENSG00000278771.1" 25 61 205 101 26 255 4 6 10 3 1 7 10 21
"ENSG00000278773.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278774.1" 0 0 0 0 0 0 0 0 0 0 0 0 21 0
"ENSG00000278778.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278783.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278784.1" 14 29 57 41 21 41 127 177 49 66 128 114 37 37
"ENSG00000278790.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278791.1" 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278794.1" 0 0 0 0 0 0 5 7 1 2 1 4 2 5
"ENSG00000278797.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278799.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278802.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278803.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278811.4" 0 0 3 1 2 2 22 29 14 12 19 23 4 10
"ENSG00000278813.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278815.1" 0 0 1 0 0 3 0 0 0 0 0 0 0 0
"ENSG00000278816.1" 0 0 0 1 1 0 0 0 0 0 0 0 1 0
"ENSG00000278818.1" 1 0 0 0 0 0 0 0 0 0 1 1 1 0
"ENSG00000278819.1" 0 0 0 0 0 0 0 0 0 0 0 0 2 2
"ENSG00000278822.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278824.1" 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"ENSG00000278825.1" 0 0 0 0 0 0 2 2 0 0 0 0 0 0
"ENSG00000278828.1" 17 38 53 50 22 68 68 77 115 113 79 57 26 37
"ENSG00000278829.1" 0 0 0 0 0 0 0 1 3 0 5 0 1 1
"ENSG00000278830.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278831.1" 0 2 1 0 0 0 2 5 1 0 6 1 1 0
"ENSG00000278834.1" 138 244 523 283 166 341 460 538 94 85 399 339 63 46
"ENSG00000278837.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278838.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278840.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278842.1" 0 0 0 1 0 0 1 0 0 2 1 0 3 0
"ENSG00000278845.5" 1832 3405 7090 3412 1800 3281 5272 6880 1436 1266 5128 3905 1373 1440
"ENSG00000278847.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278848.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278851.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278852.1" 0 0 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000278854.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278857.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278859.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278860.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278861.1" 2 0 7 2 2 2 14 17 4 10 16 15 4 5
"ENSG00000278862.1" 0 0 10 5 5 6 15 29 10 8 11 10 6 9
"ENSG00000278863.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278864.1" 27 38 105 60 28 68 505 570 152 168 407 328 29 53
"ENSG00000278865.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278866.1" 0 0 0 0 0 0 0 0 1 0 0 0 0 1
"ENSG00000278867.1" 1 7 5 6 5 4 50 86 22 35 52 42 11 11
"ENSG00000278869.1" 5 3 9 41 12 48 4 5 4 2 8 7 7 6
"ENSG00000278870.2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278872.1" 3 2 3 10 2 10 0 0 0 0 0 0 35 0
"ENSG00000278873.1" 0 0 0 0 0 0 1 0 0 0 0 0 1 0
"ENSG00000278874.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278875.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278876.1" 4 1 2 6 2 6 4 4 4 6 3 5 2 5
"ENSG00000278877.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278878.1" 5 8 29 0 0 8 11 34 0 3 27 12 8 4
"ENSG00000278879.1" 0 0 0 0 0 0 17 17 4 4 15 9 5 5
"ENSG00000278880.1" 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000278881.2" 0 0 0 0 0 0 0 3 0 2 1 1 3 1
"ENSG00000278884.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278885.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278886.1" 0 0 0 2 0 0 3 0 0 0 0 0 0 2
"ENSG00000278889.4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278890.1" 0 0 0 0 0 0 0 2 0 0 0 0 2 0
"ENSG00000278891.1" 0 1 0 2 1 0 6 16 5 3 12 11 5 10
"ENSG00000278892.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278893.1" 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000278894.1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0
