SRR1942929	SRR1942934	SRR1942956	SRR1942957	SRR1942960	SRR1942961	SRR1942989	SRR1942990
HUERSP2_18q12.1	0	0	0	0	0	0	0	0
HUERSP2_3q26.1a	0	0	0	0	0	0	0	0
HUERSP2_4q34.1	0	0	0	0	0	0	0	0
HUERSP3_5p13.3	0	0	0	0	0	0	0	0
HUERSP3_8q11.21	0	0	0	0	0	0	0	0
HUERSP3_8q21.11b	0	0	0	0	0	0	0	0
HUERSP3_8q23.3	0	0	0	0	0	0	0	0
HUERSP3_Yq11.223b	0	0	0	0	0	0	0	0
HUERSP3B_21q21.1	0	1	0	0	0	0	0	0
L1FLnI_11p15.4p	0	0	0	0	0	0	0	0
L1FLnI_12q21.32f	0	0	0	0	0	0	0	0
L1FLnI_13q14.2b	0	0	0	0	0	0	0	0
L1FLnI_13q31.1ka	0	0	0	0	0	0	0	0
L1FLnI_13q31.1ra	0	0	0	0	0	0	0	0
L1FLnI_13q33.3m	0	0	0	0	0	0	0	0
L1FLnI_18p11.21f	0	0	0	0	0	0	0	1
L1FLnI_1p31.1ca	0	0	0	0	0	0	0	0
L1FLnI_1q32.2i	0	0	0	0	0	0	0	0
L1FLnI_1q41j	0	0	0	0	0	0	0	0
L1FLnI_2p11.2b	0	0	0	0	0	0	0	0
L1FLnI_2p12bb	0	0	0	0	0	0	1	0
L1FLnI_2q31.3e	0	0	0	0	0	0	0	0
L1FLnI_3p22.1n	1	0	0	0	0	0	0	0
L1FLnI_3q13.13s	0	0	1	0	0	0	1	0
L1FLnI_3q26.32c	0	0	0	0	0	0	0	0
L1FLnI_4p12e	0	0	0	0	0	0	0	0
L1FLnI_4p14h	0	0	0	0	0	0	0	0
L1FLnI_4q13.2h	0	0	0	0	0	0	0	0
L1FLnI_4q23p	0	0	0	0	0	0	0	0
L1FLnI_4q28.1ea	0	0	0	0	0	0	0	0
L1FLnI_4q34.1j	0	0	0	0	0	0	0	0
L1FLnI_5q23.3m	0	0	0	0	0	0	0	0
L1FLnI_8q21.13u	0	0	0	0	0	0	0	0
L1FLnI_8q21.13va	0	0	0	0	0	0	0	0
L1FLnI_8q21.3na	1	0	0	0	0	0	0	0
L1FLnI_8q24.21s	0	0	0	0	0	0	0	0
L1FLnI_9q21.31h	0	3	1	1	0	0	1	1
L1FLnI_Xq11.2qa	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1sa	0	0	0	0	0	0	0	0
L1FLnI_Xq21.1va	0	0	0	1	0	0	0	0
L1FLnI_Xq21.32h	0	0	0	0	0	0	0	0
LTR19_5q22.3	0	0	0	0	0	0	0	0
LTR25_11q12.1	0	0	0	0	0	0	0	0
LTR25_Xq21.1c	0	0	0	0	0	0	0	0
LTR25_Yq11.222b	0	0	0	0	0	0	0	0
LTR25_Yq11.222i	0	0	0	0	0	0	0	0
LTR25_Yq11.23e	0	0	0	0	0	0	0	0
LTR25_Yq11.23l	0	0	0	0	0	0	0	0
LTR46_9q22.33	0	0	0	0	0	0	0	0
LTR57_13q14.2b	0	0	0	0	0	0	0	0
LTR57_2q37.1	0	0	0	0	0	0	0	0
MER101_15q25.1c	0	0	0	0	0	0	0	0
MER101_18q23b	0	0	0	0	0	0	0	0
MER101_3p22.1b	0	0	0	0	0	0	0	0
MER101_3p22.1c	0	0	0	0	0	0	0	0
MER101_4q34.1b	0	0	0	0	0	0	0	0
MER101_8p23.3	0	0	0	0	0	0	0	0
MER101_8q21.11b	0	0	0	0	0	0	0	0
MER34B_8q12.1	0	0	0	0	0	0	0	0
MER34B_Xp11.3	0	0	0	0	0	0	0	0
MER4_11q21b	0	0	0	0	0	0	0	0
MER4_12q12a	0	0	0	0	0	0	0	0
MER4_1q25.1d	0	0	0	0	0	0	1	0
MER4_4q22.1	0	0	0	0	0	0	0	0
MER4_6q11.1a	0	0	0	0	0	0	0	0
MER4_6q25.2b	0	0	0	0	0	0	0	0
MER4_Xq21.31c	0	0	0	0	0	0	0	0
MER4_Xq21.33e	0	0	0	0	0	0	0	0
MER4_Yq11.221d	0	0	0	0	0	0	0	0
MER41_10q25.1	0	0	0	0	0	0	0	0
MER41_11q22.3b	0	0	0	0	0	0	0	0
MER41_12q21.1	0	0	1	0	0	0	0	3
MER41_14q11.2b	0	0	0	0	0	0	0	0
MER41_14q24.2a	0	0	0	0	0	0	0	0
MER41_14q32.11b	0	0	0	0	0	0	0	0
MER41_1q41b	0	0	0	0	0	0	0	0
MER41_4q13.2c	0	0	0	0	0	0	0	0
MER41_6q15	0	0	0	0	0	0	0	0
MER41_6q24.2a	0	0	0	0	0	0	0	0
MER41_7p21.3b	0	0	0	0	0	0	0	0
MER41_9q31.1b	0	0	0	0	0	0	0	0
MER4B_16q21b	0	0	0	0	0	0	0	0
MER4B_17p12a	0	0	0	0	0	0	0	0
MER4B_1p31.1b	0	0	0	0	0	0	0	1
MER4B_5p13.1c	0	0	0	0	0	0	0	0
MER4B_7p15.3	0	0	0	0	0	0	0	0
MER4B_9p22.3	0	0	0	0	0	0	0	0
MER4B_Xp11.22	0	0	0	0	0	0	0	1
MER4B_Xq21.1a	0	0	0	0	0	0	0	0
MER4B_Yq11.221b	0	0	0	0	0	0	0	0
MER61_10q23.1	0	0	0	0	0	0	0	0
MER61_13q21.33	0	0	0	0	0	0	0	0
MER61_21q21.1a	0	0	0	0	0	0	0	0
MER61_8q13.2a	0	0	0	0	0	0	0	0
MER61_9p24.1a	0	0	0	0	0	0	0	0
MER61_Yp11.2f	0	0	0	0	0	0	0	0
PABLA_Xq25	0	0	0	0	0	0	0	0
PABLB_9q34.3	0	0	0	0	0	0	0	0
PRIMA4_11q24.1	0	0	0	0	0	0	0	0
PRIMA41_5q21.1	0	0	0	0	0	0	0	0
ERV316A3_10p11.22b	0	0	0	0	0	0	0	0
ERV316A3_10p12.31	0	0	0	0	0	0	0	0
ERV316A3_10p13b	0	0	0	0	0	0	0	0
ERV316A3_10p15.1d	0	0	0	0	0	0	0	0
ERV316A3_10q11.22b	0	0	0	0	0	0	0	0
ERV316A3_10q21.2a	0	0	0	0	0	0	0	0
ERV316A3_11p11.2	0	0	0	0	0	0	0	0
ERV316A3_11p14.1b	0	0	0	0	0	0	0	0
ERV316A3_11q12.1b	1	0	0	0	0	0	0	0
ERV316A3_13q14.2a	0	0	0	0	0	0	0	0
ERV316A3_13q21.1a	0	0	0	0	0	0	0	0
ERV316A3_13q31.2c	0	0	0	0	0	0	0	0
ERV316A3_13q34a	0	0	0	0	0	0	0	0
ERV316A3_13q34b	0	0	0	0	0	0	0	0
ERV316A3_14q11.2h	0	0	0	0	0	0	0	0
ERV316A3_14q32.2a	0	0	0	0	0	0	0	0
ERV316A3_14q32.2d	0	0	0	0	0	0	0	0
ERV316A3_15q25.2a	0	0	0	0	0	0	0	0
ERV316A3_16q21k	0	0	0	0	0	0	0	0
ERV316A3_18q22.1h	0	0	0	0	0	0	0	0
ERV316A3_18q22.1n	0	0	0	0	0	0	0	0
ERV316A3_1p21.1f	0	0	0	0	0	0	0	0
ERV316A3_1p31.1d	0	0	0	0	0	0	0	0
ERV316A3_1p32.2b	0	0	0	0	0	0	0	0
ERV316A3_1p34.2b	0	0	0	0	0	0	0	0
ERV316A3_1q23.3c	0	0	0	0	0	0	0	0
ERV316A3_1q23.3f	0	0	0	0	0	0	0	0
ERV316A3_1q24.2a	0	0	0	0	0	0	0	0
ERV316A3_1q32.2c	0	0	0	0	0	0	0	0
ERV316A3_1q43b	0	0	0	0	0	0	0	0
ERV316A3_2q22.1b	0	0	0	0	0	0	0	0
ERV316A3_2q22.2a	0	0	0	0	0	0	0	0
ERV316A3_2q24.2c	0	0	0	0	0	0	0	0
ERV316A3_2q33.1f	0	0	0	0	0	0	0	0
ERV316A3_3p11.1	0	0	0	0	0	0	0	0
ERV316A3_3p12.1a	0	0	0	0	0	0	0	0
ERV316A3_3p12.2g	0	0	0	0	0	0	0	0
ERV316A3_4p15.1l	0	0	0	0	0	0	0	0
ERV316A3_4q13.2b	0	0	0	0	0	0	0	0
ERV316A3_4q21.21a	0	0	0	0	0	0	0	0
ERV316A3_4q24b	0	0	0	0	0	0	0	0
ERV316A3_4q34.1c	0	0	0	0	0	0	0	0
ERV316A3_4q35.2c	0	0	0	0	0	0	0	0
ERV316A3_5p15.1d	0	0	0	0	0	0	0	0
ERV316A3_5q13.2f	0	0	0	0	0	0	0	0
ERV316A3_5q33.2b	0	0	0	0	0	0	0	0
ERV316A3_6p12.2	0	0	0	0	0	0	0	0
ERV316A3_6p21.2d	0	0	1	0	0	0	0	0
ERV316A3_6p24.3b	0	0	0	0	0	0	0	0
ERV316A3_6q24.2b	0	1	0	0	0	0	0	1
ERV316A3_6q25.2e	0	0	0	0	0	0	0	0
ERV316A3_7q31.1a	0	0	0	0	0	0	0	0
ERV316A3_7q31.1f	0	0	0	0	0	0	0	0
ERV316A3_7q36.1c	0	0	0	0	0	0	0	0
ERV316A3_8p11.23a	0	0	0	0	0	0	0	0
ERV316A3_8q11.23a	0	0	0	0	0	0	0	0
ERV316A3_8q24.21c	0	0	0	0	0	0	0	0
ERV316A3_Xp11.23c	0	0	0	0	0	0	0	0
ERV316A3_Xp22.33	0	0	0	0	0	0	0	0
ERVL_6q14.2	1	1	0	0	0	0	0	0
ERVL_Xq21.1d	0	0	0	0	0	0	0	0
ERVLB4_10q22.3b	0	0	0	0	0	0	0	0
ERVLB4_10q23.31c	0	0	0	0	0	0	0	0
ERVLB4_11q12.1d	0	0	0	0	0	0	0	0
ERVLB4_11q22.3b	0	0	0	0	0	0	0	0
ERVLB4_11q22.3d	0	0	0	0	0	0	0	0
ERVLB4_12q21.33b	0	0	0	0	0	0	0	0
ERVLB4_12q23.3c	0	0	0	0	0	0	0	0
ERVLB4_12q24.11b	0	0	0	0	0	0	0	0
ERVLB4_13q21.32b	0	0	0	0	0	0	0	0
ERVLB4_15q21.1c	0	0	0	0	0	0	0	0
ERVLB4_16q21b	0	0	0	0	0	0	0	0
ERVLB4_18q22.1c	0	1	0	0	0	0	0	0
ERVLB4_19q13.41	0	0	0	0	0	0	0	0
ERVLB4_1q31.3b	0	0	0	0	0	0	0	0
ERVLB4_21q21.1a	0	0	0	0	0	0	0	0
ERVLB4_2q12.3a	0	0	0	0	0	0	0	0
ERVLB4_3p11.1a	0	0	0	0	0	0	0	0
ERVLB4_4p15.1a	0	0	0	0	0	0	0	0
ERVLB4_4q26b	0	0	0	0	0	0	0	0
ERVLB4_5p12	0	0	0	0	0	0	0	0
ERVLB4_5p14.1c	0	0	0	0	0	0	0	0
ERVLB4_5q12.1c	0	0	0	0	0	0	0	0
ERVLB4_5q23.2c	0	0	0	0	0	0	0	0
ERVLB4_6q14.3	0	0	0	0	0	0	0	0
ERVLB4_6q24.2	0	0	0	0	0	0	0	0
ERVLB4_8q21.3c	0	0	0	0	0	0	0	0
ERVLB4_8q23.1c	0	0	0	0	0	0	0	0
ERVLB4_8q23.2b	0	0	0	0	0	0	0	0
ERVLB4_9p24.1b	0	0	0	0	0	0	0	0
ERVLB4_9q22.2b	0	0	0	0	0	0	1	0
ERVLB4_Xq21.31c	0	0	0	0	0	0	0	0
ERVLB4_Xq28a	0	0	0	0	0	0	0	0
ERVLE_10p12.1b	0	0	0	0	0	0	0	0
ERVLE_10p12.2b	0	0	0	0	0	0	0	0
ERVLE_10q21.3d	0	0	0	0	0	0	0	0
ERVLE_11q13.4f	0	0	0	0	0	0	0	0
ERVLE_11q14.1b	0	0	0	0	0	0	0	0
ERVLE_12p11.22a	0	0	0	0	0	0	0	0
ERVLE_12p12.3e	0	0	0	0	0	0	0	0
ERVLE_12q12e	0	0	0	0	0	0	0	0
ERVLE_12q21.31a	0	0	0	0	0	0	0	0
ERVLE_12q23.2c	0	0	0	0	0	0	0	0
ERVLE_13q12.3a	0	0	0	0	0	0	0	0
ERVLE_13q21.31c	0	0	0	0	0	0	0	0
ERVLE_13q31.1u	0	0	0	0	0	0	0	0
ERVLE_13q33.3e	0	0	0	0	0	0	0	0
ERVLE_14q32.32c	0	0	1	0	0	0	0	1
ERVLE_15q14d	0	0	0	0	0	0	0	0
ERVLE_16q12.1b	0	1	0	0	0	0	0	2
ERVLE_17q21.2b	0	1	1	0	0	0	0	0
ERVLE_18q12.3b	0	0	0	0	0	0	0	0
ERVLE_18q22.3i	0	0	0	0	0	0	0	0
ERVLE_1p13.2b	0	0	0	0	0	0	0	0
ERVLE_1p22.3b	0	0	0	0	0	0	0	0
ERVLE_1p34.2h	0	0	0	0	0	0	0	0
ERVLE_1p36.13f	0	0	0	0	0	0	0	0
ERVLE_1q43c	0	0	0	0	0	0	0	0
ERVLE_2q12.3b	0	0	0	0	0	0	0	0
ERVLE_2q24.1c	0	0	0	0	0	0	0	0
ERVLE_3p22.2c	0	0	0	1	0	0	0	0
ERVLE_3p24.2b	0	0	0	0	0	0	0	0
ERVLE_4q23b	0	0	0	0	0	0	1	0
ERVLE_4q34.2c	0	0	0	0	0	0	0	0
ERVLE_5q14.3f	0	0	0	0	0	0	0	0
ERVLE_5q22.1a	0	0	0	0	0	0	0	0
ERVLE_5q23.1a	0	0	0	0	0	0	0	0
ERVLE_5q23.3a	0	0	0	0	0	0	0	0
ERVLE_5q31.3e	0	0	0	1	0	0	0	0
ERVLE_5q35.1b	1	0	0	0	0	1	0	0
ERVLE_6p12.1a	0	0	0	0	0	0	0	0
ERVLE_6q12g	0	0	0	0	0	0	0	0
ERVLE_7q31.31a	0	0	0	0	0	0	0	0
ERVLE_7q33b	0	0	0	0	0	0	0	0
ERVLE_7q34c	0	0	0	0	0	0	0	0
ERVLE_8p11.23a	0	0	0	0	0	0	0	0
ERVLE_8p12d	0	0	0	0	0	0	0	0
ERVLE_8q12.1e	0	0	0	0	0	0	0	0
ERVLE_8q23.1a	0	0	0	0	0	0	0	0
ERVLE_8q24.22d	0	0	0	0	0	0	0	0
ERVLE_9q21.32c	0	0	0	0	0	0	0	0
ERVLE_9q31.1b	0	0	0	0	0	0	0	0
ERVLE_Xp21.1a	0	0	0	0	0	0	0	0
ERVLE_Xq26.3f	0	0	0	0	0	0	1	0
HERV4_12p11.22	0	0	0	0	0	0	0	0
HERV4_8q24.3	0	0	0	0	0	0	0	0
HERV9_11q22.1a	0	0	0	0	0	0	0	0
HERVE_2p14a	0	0	0	0	0	0	0	0
HERVFRD_4q28.3	0	0	0	0	0	0	0	0
HERVFRD_5q22.2	0	0	0	0	0	0	0	0
HERVFRD_8q12.1c	0	0	0	0	0	0	0	0
HERVFRD_8q12.1f	0	0	0	0	0	0	0	0
HERVH48_3p21.2	0	0	0	0	0	0	0	0
HERVIP10FH_2q14.2	0	0	0	0	0	0	0	0
HERVKC4_11q12.1	0	0	0	0	0	0	0	0
HERVL_10q21.1b	0	0	0	0	0	0	0	0
HERVL_3q24h	0	0	0	0	0	0	0	0
HERVL_5p14.1k	0	0	0	0	0	0	0	0
HERVL_5q14.3g	0	0	0	0	0	0	0	0
HERVL_6q12c	0	0	0	0	0	0	0	0
HERVL_8q24.23	0	0	0	0	0	0	0	0
HERVL_Xq22.3a	0	0	0	0	0	0	0	0
HERVL_Xq25t	0	0	0	0	0	0	0	0
HERVL18_2p22.3	0	0	0	0	0	0	0	0
HERVL40_11q12.1	0	1	0	0	0	0	0	0
HERVL40_12p12.1b	0	0	0	0	0	0	0	0
HERVL40_2q24.2	0	0	0	0	0	0	0	0
HERVL40_4q28.1	0	0	0	0	0	0	0	0
HERVL40_6q14.1	0	0	0	0	0	0	0	0
HERVL40_6q23.2a	0	0	0	0	0	0	0	0
HERVL40_Xq22.3	0	0	0	0	0	0	0	0
HERVL66_Yq11.222	0	0	0	0	0	0	0	0
HERVL74_4q32.3	0	0	0	0	0	0	0	0
HERVL74_5p14.1	0	0	0	0	0	0	0	0
HERVL74_6q23.2	0	0	0	0	0	0	0	0
HERVP71A_Xq21.1a	0	0	0	0	0	0	0	0
HML1_10p11.1	0	0	0	0	0	0	0	0
HML1_10q25.1	0	0	0	0	0	0	0	0
HML1_13q31.3a	0	0	0	0	0	0	0	0
HML3_17q11.2a	0	0	0	0	0	0	0	0
HML3_Yq11.222a	0	0	0	0	0	0	0	0
HML3_Yq11.222b	0	0	0	0	0	0	0	0
HML6_Yq11.222a	0	0	0	0	0	0	0	0
HUERSP1_1p21.1	0	0	0	0	0	0	0	0
HUERSP1_6p21.2	0	0	0	0	0	0	0	0
HUERSP2_11p12a	0	0	0	0	0	0	0	0
HUERSP2_14q31.3	0	0	0	0	0	0	0	0
HUERSP3_12q14.1a	0	0	0	0	0	0	0	0
HUERSP3B_Yq11.222c	0	0	0	0	0	0	0	0
HUERSP3B_Yq11.223	0	0	0	0	0	0	0	0
L1FLnI_10q23.1x	0	0	0	0	0	0	0	0
L1FLnI_12q23.1ba	0	0	0	0	0	0	0	0
L1FLnI_14q22.1d	0	0	0	0	0	0	0	0
L1FLnI_2p12pa	0	0	0	0	0	0	0	0
L1FLnI_2q22.1z	0	0	0	0	0	0	0	0
L1FLnI_2q22.2d	0	0	0	0	0	0	0	0
L1FLnI_2q23.3o	0	0	0	0	0	0	0	0
L1FLnI_3p14.3f	0	0	0	0	0	0	0	0
L1FLnI_5p13.2e	0	0	0	0	0	0	0	0
L1FLnI_6q12ra	0	1	0	0	0	0	0	0
L1FLnI_6q25.1g	0	0	0	0	0	0	0	0
L1FLnI_6q25.3f	0	0	0	0	0	0	0	0
L1FLnI_6q26f	0	0	0	0	0	0	0	0
L1FLnI_8p22g	0	0	0	0	0	0	0	0
L1FLnI_9q31.1z	0	0	0	0	0	0	0	0
L1FLnI_9q33.1l	0	0	0	0	0	0	0	0
L1FLnI_Xp11.3v	0	0	0	0	0	0	0	0
L1FLnI_Xq21.31ia	0	0	0	0	0	0	0	0
L1FLnI_Xq21.33eb	0	0	0	0	0	0	0	0
L1FLnI_Xq24a	0	0	0	0	0	0	0	0
L1FLnI_Yq11.21u	0	0	0	0	0	0	0	0
LTR19_Yp11.2b	0	0	0	0	0	0	0	0
LTR19_Yq11.222a	0	0	0	0	0	0	0	0
LTR19_Yq11.222b	0	0	0	0	0	0	0	0
LTR19_Yq11.223d	0	0	0	0	0	0	0	0
LTR25_Xq21.1b	0	0	0	0	0	0	0	0
MER101_18q21.33a	0	0	0	0	0	0	0	0
MER34B_8q23.3	0	0	0	0	0	0	0	0
MER4_10q25.3c	0	0	0	0	0	0	0	0
MER4_12q12d	0	0	0	0	0	0	0	0
MER4_12q21.1a	0	0	0	0	0	0	0	0
MER4_1q24.1a	0	0	0	0	0	0	0	0
MER4_1q44b	0	0	0	0	0	0	0	0
MER4_20q13.13	1	3	2	1	2	0	0	1
MER4_3q26.1b	0	0	0	0	0	0	0	0
MER4_7p11.2e	0	0	0	0	0	0	0	0
MER4_8q23.3b	0	0	0	0	0	0	0	0
MER4_Xq11.2b	0	0	0	0	0	0	0	0
MER4_Xq11.2d	0	0	0	0	0	0	0	0
MER4_Xq21.1k	0	0	0	0	0	0	0	0
MER4_Xq21.31a	0	0	0	0	0	0	0	0
MER4_Xq22.3c	0	0	0	0	0	0	1	0
MER4_Xq28f	0	0	0	1	0	0	0	0
MER41_2q31.1b	0	0	0	0	0	0	0	0
MER41_4q35.2	0	0	0	0	0	0	0	0
MER41_6p21.1	0	0	0	0	0	0	0	0
MER41_Xp11.21f	0	0	0	0	0	0	0	0
MER41_Xp21.1b	0	0	0	0	0	0	0	0
MER4B_10q11.21	0	0	0	0	0	0	0	0
MER4B_12q15a	0	0	0	0	0	0	0	0
MER4B_17p11.2c	0	0	0	0	0	0	0	0
MER4B_1q31.3	0	0	0	0	0	0	0	0
MER4B_1q44b	0	0	0	0	0	0	0	0
MER4B_21q21.3b	0	0	0	0	0	0	0	0
MER4B_22q11.22a	0	0	0	0	0	0	0	0
MER4B_22q11.22b	0	0	0	0	0	0	0	0
MER4B_3p21.2b	0	0	0	0	0	0	0	0
MER4B_4q13.1b	0	0	0	0	0	0	0	0
MER4B_Xq21.1e	0	0	0	0	0	0	0	0
MER4B_Xq21.1f	0	0	0	0	0	0	0	0
MER61_12q23.3	0	0	0	0	0	0	0	0
MER61_21q21.1b	0	0	0	0	0	0	0	0
MER61_2q32.3b	0	0	0	0	0	0	0	0
MER61_6q14.1d	0	0	0	0	0	0	0	0
MER61_9q31.1	0	0	0	0	0	0	0	0
MER61_Yq11.223e	0	0	0	0	0	0	0	0
MER61_Yq11.223f	0	0	0	0	0	0	0	0
MER61_Yq11.23d	0	0	0	0	0	0	0	0
MER61_Yq11.23e	0	0	0	0	0	0	0	0
PABLA_4q34.3	0	0	0	0	0	0	0	0
PABLA_7q21.11	0	0	0	0	0	0	0	0
PABLB_7q22.3	0	0	0	0	0	0	0	0
PRIMA4_3q11.2	0	0	0	0	0	0	0	0
PRIMA4_3q26.1	0	0	0	0	1	0	0	0
PRIMA41_10q23.1	0	0	0	0	0	0	0	0
ERV316A3_10p14d	0	0	0	0	0	0	0	0
ERV316A3_11p12e	0	0	0	0	0	0	0	0
ERV316A3_11q22.1l	0	0	0	0	0	0	0	0
ERV316A3_12p12.1b	0	0	0	0	0	0	0	0
ERV316A3_12p12.1c	0	0	0	0	0	0	0	0
ERV316A3_14q32.11a	0	0	0	0	0	0	0	0
ERV316A3_15q21.3a	0	0	0	0	0	0	0	0
ERV316A3_15q25.1c	0	1	0	0	0	0	0	0
ERV316A3_16q12.1a	0	0	0	0	0	0	0	0
ERV316A3_16q21l	0	0	0	0	0	0	0	0
ERV316A3_18q12.1a	0	0	0	0	0	0	0	0
ERV316A3_1p33	0	0	0	0	0	0	0	0
ERV316A3_1p34.3b	0	0	0	0	0	0	0	0
ERV316A3_1q23.3g	0	0	0	0	0	0	0	0
ERV316A3_1q31.3b	0	0	0	0	0	0	0	0
ERV316A3_20p11.23a	0	0	0	0	0	0	0	0
ERV316A3_2p16.1c	0	0	0	0	0	0	0	0
ERV316A3_2p24.1c	0	0	0	0	0	0	0	0
ERV316A3_2q32.1c	0	0	0	0	0	0	0	0
ERV316A3_2q35g	0	0	0	0	0	0	0	0
ERV316A3_2q36.3a	0	0	0	0	0	0	0	0
ERV316A3_3q27.1c	0	0	0	0	0	0	0	0
ERV316A3_4p15.33e	0	0	0	0	0	0	0	0
ERV316A3_4q13.1k	0	0	0	0	0	0	0	0
ERV316A3_4q13.3c	0	0	0	0	0	0	0	0
ERV316A3_4q26c	0	0	0	0	0	0	0	0
ERV316A3_4q31.23b	0	0	0	0	0	0	0	0
ERV316A3_4q32.1b	0	0	0	0	0	0	0	0
ERV316A3_4q32.1d	0	0	0	0	0	0	0	0
ERV316A3_5p14.1c	0	0	0	0	0	0	0	0
ERV316A3_5q22.1b	0	0	0	0	0	0	0	0
ERV316A3_6p24.3d	0	0	0	0	0	0	0	0
ERV316A3_6q13a	0	0	0	0	0	0	0	0
ERV316A3_6q14.1e	0	0	0	0	0	0	1	0
ERV316A3_7p15.3c	0	0	0	0	0	0	0	0
ERV316A3_7q31.32a	0	0	0	0	0	0	0	0
ERV316A3_8p11.23b	0	0	0	0	0	0	0	0
ERV316A3_8p23.1c	0	0	0	0	0	0	0	0
ERV316A3_8q21.13g	0	0	0	0	0	0	0	0
ERV316A3_8q21.3h	0	0	0	0	0	0	0	0
ERV316A3_9q22.33b	0	0	0	0	0	0	0	0
ERV316A3_Xp11.22b	0	0	0	0	0	0	1	0
ERV316A3_Xp11.4d	0	0	0	0	0	0	0	0
ERVL_14q32.11	0	0	0	0	0	0	0	0
ERVL_16p12.2	0	0	0	0	0	0	0	0
ERVL_16q21a	0	0	0	0	0	0	0	0
ERVL_17q22	0	0	0	0	0	0	0	0
ERVL_1q24.1	0	0	0	0	0	0	0	0
ERVL_5p13.3	0	0	0	0	0	0	0	0
ERVL_5q34	0	0	0	0	0	0	0	0
ERVL_7p21.2a	0	0	0	0	0	0	0	0
ERVL_7p21.2b	0	0	0	0	0	0	0	0
ERVL_Xq28a	0	0	0	0	0	0	0	0
ERVLB4_10q23.1b	0	0	0	0	0	0	0	0
ERVLB4_11p12	0	0	0	0	0	0	0	0
ERVLB4_11q24.2	0	0	0	0	0	0	0	0
ERVLB4_12q23.1b	0	0	0	0	0	0	0	0
ERVLB4_14q21.1b	0	0	0	0	0	0	0	0
ERVLB4_14q21.1d	0	0	0	0	0	0	0	0
ERVLB4_17q24.1	0	0	0	0	0	0	0	0
ERVLB4_18q22.1e	0	0	0	0	0	0	0	0
ERVLB4_19q13.31b	0	1	0	0	0	0	0	0
ERVLB4_2q14.1b	0	0	0	0	0	0	0	0
ERVLB4_4p12a	0	0	0	0	0	0	0	0
ERVLB4_4p12b	0	0	0	0	0	0	0	0
ERVLB4_4p15.1f	0	0	0	0	0	0	0	0
ERVLB4_4p15.31a	0	0	0	0	0	0	0	0
ERVLB4_4q12b	0	0	0	0	0	0	0	0
ERVLB4_5q12.1b	0	0	0	0	0	0	0	0
ERVLB4_5q35.3b	0	0	0	0	0	0	0	0
ERVLB4_8q13.1	0	0	0	0	0	0	0	0
ERVLB4_Xp11.22c	0	0	0	0	0	0	0	0
ERVLE_10q25.1e	0	0	0	0	0	0	0	0
ERVLE_11q14.1a	0	0	0	0	0	0	0	0
ERVLE_11q21a	0	0	0	0	0	0	0	0
ERVLE_12q24.11	0	0	0	0	0	0	0	0
ERVLE_14q21.2c	0	0	0	0	0	0	0	0
ERVLE_14q21.3a	0	0	0	0	0	0	0	0
ERVLE_14q31.3f	0	0	0	0	0	0	0	0
ERVLE_15q21.1b	0	0	0	0	0	0	0	0
ERVLE_15q23d	0	0	0	0	0	0	0	0
ERVLE_16q22.3b	0	0	0	0	0	0	0	0
ERVLE_18q12.1f	0	0	0	0	0	0	0	0
ERVLE_18q12.3c	0	0	0	0	0	0	0	0
ERVLE_1p21.3e	0	0	0	0	0	0	0	0
ERVLE_1p36.13e	0	0	0	0	0	0	0	0
ERVLE_1q31.1a	0	0	0	0	0	0	0	0
ERVLE_1q31.3i	0	0	0	0	0	0	0	0
ERVLE_1q32.1c	0	0	0	0	0	0	0	0
ERVLE_1q32.2d	0	0	0	0	0	0	0	0
ERVLE_2p22.3d	0	0	0	0	0	0	0	0
ERVLE_2p24.2a	0	0	0	0	0	0	0	0
ERVLE_2q32.2c	0	0	0	0	0	1	0	0
ERVLE_2q32.3b	0	0	0	0	0	0	0	0
ERVLE_2q37.3c	0	0	0	1	0	1	0	0
ERVLE_3q13.33b	0	0	0	0	0	0	0	0
ERVLE_3q24c	0	0	0	0	0	0	0	0
ERVLE_4p12a	0	0	0	0	0	0	0	0
ERVLE_4q24f	0	0	0	0	0	0	0	0
ERVLE_4q26f	0	0	0	0	0	0	0	0
ERVLE_4q28.3f	0	0	0	0	0	0	0	0
ERVLE_4q34.1e	0	0	0	0	0	0	0	0
ERVLE_5q22.3b	0	0	0	0	0	0	0	0
ERVLE_7q21.11c	0	0	0	0	0	0	0	0
ERVLE_7q22.1b	0	0	0	0	0	0	0	0
ERVLE_7q31.32e	0	0	0	0	0	0	0	0
ERVLE_7q33c	0	0	0	0	0	0	0	0
ERVLE_8p12a	0	0	0	0	0	0	0	0
ERVLE_8p21.2d	0	0	0	0	0	0	0	0
ERVLE_8p22f	0	0	0	0	0	0	0	0
ERVLE_9p21.3b	0	0	0	0	0	0	0	0
ERVLE_9p24.1d	0	0	0	0	1	0	0	0
HERV3_18p11.21	0	0	0	0	0	0	0	0
HERV3_8q11.1	0	0	0	1	0	0	0	0
HERVEA_Yp11.2b	0	0	0	0	0	0	0	0
HERVFRD_3q26.1b	0	0	0	0	0	0	0	0
HERVFRD_4q25	0	0	0	0	0	0	0	0
HERVFRD_8q21.13a	0	0	0	0	0	0	0	0
HERVFRD_8q23.3a	0	0	0	0	0	0	0	0
HERVI_4q31.21	0	0	0	0	0	0	0	0
